"Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Last_Support_Ticket,Churn,Account_Age_Months,Contract_Type,Tenure_Range,Risk_Score,Risk_Level"
"222,0,112,Customer support was super helpful yesterday. Thanks!,0,7.4,Month-to-month,6-12 Months,0.005,Low"
"658,0,74,This tool has saved my team so much time.,0,21.933333333333334,Annual,1-2 Years,0.0,Low"
"67,0,105,""Smooth experience so far, no complaints."",0,2.2333333333333334,Month-to-month,0-6 Months,0.005,Low"
"475,0,42,How do I change my password?,0,15.833333333333334,Annual,1-2 Years,0.0,Low"
"771,0,19,Just checking if my payment went through.,0,25.7,Biennial,2+ Years,0.025,Low"
"631,0,28,Can I add more seats to my current plan?,0,21.033333333333335,Annual,1-2 Years,0.095,Low"
"294,0,30,Just checking if my payment went through.,0,9.8,Month-to-month,6-12 Months,0.1,Low"
"808,0,51,Just checking if my payment went through.,0,26.933333333333334,Biennial,2+ Years,0.11,Low"
"667,0,35,When will the maintenance window end?,0,22.233333333333334,Annual,1-2 Years,0.035,Low"
"930,0,57,I need to update my billing address.,0,31.0,Biennial,2+ Years,0.005,Low"
"676,0,31,Is there a tutorial for the new dashboard feature?,0,22.533333333333335,Annual,1-2 Years,0.09,Low"
"184,0,113,I love the new analytics feature! Great job.,0,6.133333333333334,Month-to-month,6-12 Months,0.01,Low"
"75,2,11,The app crashes every time I try to upload a CSV.,1,2.5,Month-to-month,0-6 Months,0.99,Very High"
"396,2,37,I need to update my billing address.,0,13.2,Annual,1-2 Years,0.19,Low"
"1030,2,19,Just checking if my payment went through.,0,34.333333333333336,Biennial,2+ Years,0.09,Low"
"181,0,63,This tool has saved my team so much time.,0,6.033333333333333,Month-to-month,6-12 Months,0.0,Low"
"663,1,5,The app crashes every time I try to upload a CSV.,1,22.1,Annual,1-2 Years,1.0,Very High"
"1089,2,7,I'm very frustrated with the downtime. This is unacceptable.,1,36.3,Biennial,2+ Years,0.96,Very High"
"843,2,43,Just checking if my payment went through.,0,28.1,Biennial,2+ Years,0.12,Low"
"964,2,47,Is there a tutorial for the new dashboard feature?,0,32.13333333333333,Biennial,2+ Years,0.015,Low"
"973,0,57,I love the new analytics feature! Great job.,0,32.43333333333333,Biennial,2+ Years,0.02,Low"
"740,1,9,The UI is too confusing. I can't find the export button.,1,24.666666666666668,Biennial,2+ Years,0.505,Medium"
"577,2,56,I need to update my billing address.,0,19.233333333333334,Annual,1-2 Years,0.04,Low"
"942,2,49,I need to update my billing address.,0,31.4,Biennial,2+ Years,0.055,Low"
"378,0,40,Just checking if my payment went through.,1,12.6,Annual,1-2 Years,0.09,Low"
"171,0,99,""Smooth experience so far, no complaints."",0,5.7,Month-to-month,0-6 Months,0.0,Low"
"273,0,59,This tool has saved my team so much time.,0,9.1,Month-to-month,6-12 Months,0.0,Low"
"87,0,33,When will the maintenance window end?,0,2.9,Month-to-month,0-6 Months,0.115,Low"
"518,0,113,""Smooth experience so far, no complaints."",0,17.266666666666666,Annual,1-2 Years,0.08,Low"
"974,2,40,When will the maintenance window end?,0,32.46666666666667,Biennial,2+ Years,0.165,Low"
"539,0,45,When will the maintenance window end?,0,17.966666666666665,Annual,1-2 Years,0.01,Low"
"344,1,3,The UI is too confusing. I can't find the export button.,1,11.466666666666667,Month-to-month,6-12 Months,0.955,Very High"
"277,2,11,Your API documentation is outdated and full of errors.,1,9.233333333333333,Month-to-month,6-12 Months,1.0,Very High"
"369,2,1,The app crashes every time I try to upload a CSV.,1,12.3,Annual,1-2 Years,1.0,Very High"
"920,0,54,Is there a tutorial for the new dashboard feature?,0,30.666666666666668,Biennial,2+ Years,0.0,Low"
"133,1,6,I'm very frustrated with the downtime. This is unacceptable.,1,4.433333333333334,Month-to-month,0-6 Months,0.995,Very High"
"758,0,95,This tool has saved my team so much time.,0,25.266666666666666,Biennial,2+ Years,0.0,Low"
"401,0,36,I need to update my billing address.,0,13.366666666666667,Annual,1-2 Years,0.115,Low"
"1041,2,3,I'm very frustrated with the downtime. This is unacceptable.,1,34.7,Biennial,2+ Years,0.5,Medium"
"771,0,24,Can I add more seats to my current plan?,0,25.7,Biennial,2+ Years,0.16,Low"
"744,0,33,Is there a tutorial for the new dashboard feature?,0,24.8,Biennial,2+ Years,0.075,Low"
"897,2,11,I've been waiting for support for 3 days. I'm cancelling.,0,29.9,Biennial,2+ Years,0.31,Low"
"657,2,47,When will the maintenance window end?,0,21.9,Annual,1-2 Years,0.0,Low"
"265,0,80,This tool has saved my team so much time.,0,8.833333333333334,Month-to-month,6-12 Months,0.0,Low"
"715,0,95,This tool has saved my team so much time.,0,23.833333333333332,Annual,1-2 Years,0.0,Low"
"986,0,116,""Smooth experience so far, no complaints."",0,32.86666666666667,Biennial,2+ Years,0.12,Low"
"569,2,8,Your API documentation is outdated and full of errors.,0,18.966666666666665,Annual,1-2 Years,0.99,Very High"
"656,2,12,The UI is too confusing. I can't find the export button.,1,21.866666666666667,Annual,1-2 Years,0.98,Very High"
"793,2,10,The UI is too confusing. I can't find the export button.,1,26.433333333333334,Biennial,2+ Years,1.0,Very High"
"294,2,58,Can I add more seats to my current plan?,0,9.8,Month-to-month,6-12 Months,0.155,Low"
"861,1,10,I've been waiting for support for 3 days. I'm cancelling.,1,28.7,Biennial,2+ Years,0.965,Very High"
"141,2,15,How do I change my password?,0,4.7,Month-to-month,0-6 Months,0.15,Low"
"222,0,30,When will the maintenance window end?,1,7.4,Month-to-month,6-12 Months,0.62,High"
"288,2,9,I've been waiting for support for 3 days. I'm cancelling.,1,9.6,Month-to-month,6-12 Months,0.95,Very High"
"368,2,7,Your API documentation is outdated and full of errors.,0,12.266666666666667,Annual,1-2 Years,0.985,Very High"
"895,0,39,Can I add more seats to my current plan?,0,29.833333333333332,Biennial,2+ Years,0.17,Low"
"54,1,11,Why did my subscription price increase without notice?,1,1.8,Month-to-month,0-6 Months,0.99,Very High"
"1054,0,49,Can I add more seats to my current plan?,1,35.13333333333333,Biennial,2+ Years,0.75,High"
"434,0,92,The integration with Slack works perfectly.,0,14.466666666666667,Annual,1-2 Years,0.0,Low"
"1090,0,55,Can I add more seats to my current plan?,0,36.333333333333336,Biennial,2+ Years,0.25,Low"
"388,2,30,How do I change my password?,0,12.933333333333334,Annual,1-2 Years,0.1,Low"
"62,2,10,The UI is too confusing. I can't find the export button.,1,2.066666666666667,Month-to-month,0-6 Months,0.88,Very High"
"1056,0,45,""Just upgraded to the Pro plan, excited to use it."",0,35.2,Biennial,2+ Years,0.055,Low"
"576,0,21,How do I change my password?,0,19.2,Annual,1-2 Years,0.02,Low"
"718,0,111,""Just upgraded to the Pro plan, excited to use it."",0,23.933333333333334,Annual,1-2 Years,0.0,Low"
"446,2,1,I've been waiting for support for 3 days. I'm cancelling.,1,14.866666666666667,Annual,1-2 Years,0.9,Very High"
"214,0,46,Customer support was super helpful yesterday. Thanks!,0,7.133333333333334,Month-to-month,6-12 Months,0.0,Low"
"661,2,21,When will the maintenance window end?,0,22.033333333333335,Annual,1-2 Years,0.315,Low"
"788,0,57,Customer support was super helpful yesterday. Thanks!,1,26.266666666666666,Biennial,2+ Years,0.6,High"
"1013,1,1,Your API documentation is outdated and full of errors.,0,33.766666666666666,Biennial,2+ Years,0.145,Low"
"265,0,50,Customer support was super helpful yesterday. Thanks!,0,8.833333333333334,Month-to-month,6-12 Months,0.0,Low"
"490,2,24,When will the maintenance window end?,0,16.333333333333332,Annual,1-2 Years,0.075,Low"
"733,0,22,How do I change my password?,0,24.433333333333334,Biennial,2+ Years,0.04,Low"
"761,0,30,When will the maintenance window end?,0,25.366666666666667,Biennial,2+ Years,0.16,Low"
"993,0,71,""Smooth experience so far, no complaints."",0,33.1,Biennial,2+ Years,0.125,Low"
"234,2,54,I need to update my billing address.,0,7.8,Month-to-month,6-12 Months,0.06,Low"
"278,1,10,I'm very frustrated with the downtime. This is unacceptable.,1,9.266666666666667,Month-to-month,6-12 Months,0.86,Very High"
"628,2,23,Is there a tutorial for the new dashboard feature?,0,20.933333333333334,Annual,1-2 Years,0.135,Low"
"572,1,13,I've been waiting for support for 3 days. I'm cancelling.,0,19.066666666666666,Annual,1-2 Years,0.34,Low"
"878,1,13,Your API documentation is outdated and full of errors.,1,29.266666666666666,Biennial,2+ Years,0.955,Very High"
"762,0,113,I love the new analytics feature! Great job.,0,25.4,Biennial,2+ Years,0.01,Low"
"809,2,3,The app crashes every time I try to upload a CSV.,1,26.966666666666665,Biennial,2+ Years,0.965,Very High"
"709,0,53,Customer support was super helpful yesterday. Thanks!,0,23.633333333333333,Annual,1-2 Years,0.0,Low"
"1030,0,34,How do I change my password?,1,34.333333333333336,Biennial,2+ Years,0.695,High"
"61,2,51,When will the maintenance window end?,1,2.033333333333333,Month-to-month,0-6 Months,0.02,Low"
"955,0,67,Customer support was super helpful yesterday. Thanks!,0,31.833333333333332,Biennial,2+ Years,0.01,Low"
"527,0,58,How do I change my password?,1,17.566666666666666,Annual,1-2 Years,0.055,Low"
"313,1,10,Your API documentation is outdated and full of errors.,1,10.433333333333334,Month-to-month,6-12 Months,0.975,Very High"
"261,2,17,How do I change my password?,0,8.7,Month-to-month,6-12 Months,0.105,Low"
"782,2,10,The UI is too confusing. I can't find the export button.,1,26.066666666666666,Biennial,2+ Years,1.0,Very High"
"518,0,41,I need to update my billing address.,0,17.266666666666666,Annual,1-2 Years,0.275,Low"
"285,0,71,Customer support was super helpful yesterday. Thanks!,0,9.5,Month-to-month,6-12 Months,0.005,Low"
"702,2,11,The app crashes every time I try to upload a CSV.,1,23.4,Annual,1-2 Years,0.975,Very High"
"166,0,44,When will the maintenance window end?,0,5.533333333333333,Month-to-month,0-6 Months,0.01,Low"
"427,1,4,The UI is too confusing. I can't find the export button.,1,14.233333333333333,Annual,1-2 Years,0.995,Very High"
"196,0,50,How do I change my password?,0,6.533333333333333,Month-to-month,6-12 Months,0.125,Low"
"1090,0,23,How do I change my password?,0,36.333333333333336,Biennial,2+ Years,0.01,Low"
"348,0,83,Customer support was super helpful yesterday. Thanks!,0,11.6,Month-to-month,6-12 Months,0.0,Low"
"794,1,1,I've been waiting for support for 3 days. I'm cancelling.,1,26.466666666666665,Biennial,2+ Years,0.975,Very High"
"730,0,45,I need to update my billing address.,0,24.333333333333332,Biennial,1-2 Years,0.205,Low"
"82,2,59,I need to update my billing address.,0,2.7333333333333334,Month-to-month,0-6 Months,0.01,Low"
"469,1,9,Why did my subscription price increase without notice?,1,15.633333333333333,Annual,1-2 Years,0.825,Very High"
"150,0,17,When will the maintenance window end?,0,5.0,Month-to-month,0-6 Months,0.205,Low"
"495,0,37,Just checking if my payment went through.,1,16.5,Annual,1-2 Years,0.695,High"
"74,0,55,Can I add more seats to my current plan?,0,2.466666666666667,Month-to-month,0-6 Months,0.01,Low"
"601,2,11,I'm very frustrated with the downtime. This is unacceptable.,1,20.033333333333335,Annual,1-2 Years,0.965,Very High"
"289,1,8,The UI is too confusing. I can't find the export button.,0,9.633333333333333,Month-to-month,6-12 Months,0.315,Low"
"10,2,44,I need to update my billing address.,1,0.3333333333333333,Month-to-month,0-6 Months,0.21,Low"
"898,0,24,Can I add more seats to my current plan?,0,29.933333333333334,Biennial,2+ Years,0.05,Low"
"819,0,25,Is there a tutorial for the new dashboard feature?,0,27.3,Biennial,2+ Years,0.0,Low"
"780,2,5,The UI is too confusing. I can't find the export button.,1,26.0,Biennial,2+ Years,0.975,Very High"
"1017,0,44,Can I add more seats to my current plan?,0,33.9,Biennial,2+ Years,0.235,Low"
"251,0,117,""Just upgraded to the Pro plan, excited to use it."",0,8.366666666666667,Month-to-month,6-12 Months,0.01,Low"
"1062,0,19,Is there a tutorial for the new dashboard feature?,0,35.4,Biennial,2+ Years,0.24,Low"
"375,0,60,The integration with Slack works perfectly.,0,12.5,Annual,1-2 Years,0.005,Low"
"458,2,3,I've been waiting for support for 3 days. I'm cancelling.,0,15.266666666666667,Annual,1-2 Years,0.615,High"
"42,0,15,Can I add more seats to my current plan?,0,1.4,Month-to-month,0-6 Months,0.22,Low"
"1033,2,6,Why did my subscription price increase without notice?,1,34.43333333333333,Biennial,2+ Years,0.885,Very High"
"690,0,77,""Smooth experience so far, no complaints."",0,23.0,Annual,1-2 Years,0.0,Low"
"25,0,62,""Just upgraded to the Pro plan, excited to use it."",0,0.8333333333333334,Month-to-month,0-6 Months,0.0,Low"
"520,1,11,I'm very frustrated with the downtime. This is unacceptable.,1,17.333333333333332,Annual,1-2 Years,1.0,Very High"
"559,0,97,This tool has saved my team so much time.,0,18.633333333333333,Annual,1-2 Years,0.0,Low"
"162,2,9,Your API documentation is outdated and full of errors.,1,5.4,Month-to-month,0-6 Months,0.96,Very High"
"563,0,71,This tool has saved my team so much time.,0,18.766666666666666,Annual,1-2 Years,0.0,Low"
"988,2,37,When will the maintenance window end?,0,32.93333333333333,Biennial,2+ Years,0.185,Low"
"144,0,15,When will the maintenance window end?,1,4.8,Month-to-month,0-6 Months,0.065,Low"
"390,1,3,The app crashes every time I try to upload a CSV.,0,13.0,Annual,1-2 Years,1.0,Very High"
"314,1,10,I've been waiting for support for 3 days. I'm cancelling.,1,10.466666666666667,Month-to-month,6-12 Months,0.975,Very High"
"573,2,47,When will the maintenance window end?,0,19.1,Annual,1-2 Years,0.03,Low"
"381,2,46,How do I change my password?,0,12.7,Annual,1-2 Years,0.15,Low"
"1039,2,13,The UI is too confusing. I can't find the export button.,1,34.63333333333333,Biennial,2+ Years,0.985,Very High"
"582,0,95,Customer support was super helpful yesterday. Thanks!,0,19.4,Annual,1-2 Years,0.01,Low"
"877,0,57,The integration with Slack works perfectly.,0,29.233333333333334,Biennial,2+ Years,0.0,Low"
"4,2,51,Just checking if my payment went through.,0,0.13333333333333333,Month-to-month,0-6 Months,0.19,Low"
"976,2,27,How do I change my password?,0,32.53333333333333,Biennial,2+ Years,0.26,Low"
"967,2,1,I'm very frustrated with the downtime. This is unacceptable.,0,32.233333333333334,Biennial,2+ Years,0.39,Low"
"884,2,36,Can I add more seats to my current plan?,0,29.466666666666665,Biennial,2+ Years,0.01,Low"
"293,0,93,The integration with Slack works perfectly.,0,9.766666666666667,Month-to-month,6-12 Months,0.0,Low"
"905,0,47,When will the maintenance window end?,0,30.166666666666668,Biennial,2+ Years,0.005,Low"
"453,1,1,Why did my subscription price increase without notice?,1,15.1,Annual,1-2 Years,0.845,Very High"
"704,0,53,I need to update my billing address.,1,23.466666666666665,Annual,1-2 Years,0.01,Low"
"14,2,2,Why did my subscription price increase without notice?,1,0.4666666666666667,Month-to-month,0-6 Months,0.97,Very High"
"364,1,2,Your API documentation is outdated and full of errors.,1,12.133333333333333,Annual,6-12 Months,0.965,Very High"
"195,2,30,Is there a tutorial for the new dashboard feature?,1,6.5,Month-to-month,6-12 Months,0.58,Medium"
"1085,0,28,Just checking if my payment went through.,0,36.166666666666664,Biennial,2+ Years,0.055,Low"
"307,1,5,Your API documentation is outdated and full of errors.,1,10.233333333333333,Month-to-month,6-12 Months,0.975,Very High"
"725,1,14,Why did my subscription price increase without notice?,1,24.166666666666668,Biennial,1-2 Years,1.0,Very High"
"633,0,58,When will the maintenance window end?,0,21.1,Annual,1-2 Years,0.005,Low"
"328,1,7,Why did my subscription price increase without notice?,0,10.933333333333334,Month-to-month,6-12 Months,0.77,High"
"1038,1,8,The UI is too confusing. I can't find the export button.,0,34.6,Biennial,2+ Years,0.31,Low"
"441,2,34,I need to update my billing address.,0,14.7,Annual,1-2 Years,0.095,Low"
"476,0,109,""Just upgraded to the Pro plan, excited to use it."",0,15.866666666666667,Annual,1-2 Years,0.01,Low"
"90,0,77,I love the new analytics feature! Great job.,0,3.0,Month-to-month,0-6 Months,0.015,Low"
"1018,2,27,Just checking if my payment went through.,0,33.93333333333333,Biennial,2+ Years,0.215,Low"
"970,0,27,Is there a tutorial for the new dashboard feature?,0,32.333333333333336,Biennial,2+ Years,0.015,Low"
